Model-count,Data-Split,H1Units,H2units,Batch,Removal-point,Discm-percent
2,0,16,12,50,66,9.095
2,0,16,12,50,67,9.118
2,0,16,12,50,68,8.514
2,0,16,12,50,69,10.274
2,0,16,12,50,70,10.608
2,0,16,12,50,71,10.616
2,0,16,12,50,72,10.047
2,0,16,12,50,73,10.008
2,0,16,12,50,74,10.034
2,0,16,12,50,75,9.938
2,0,16,12,50,76,9.647
2,0,16,12,50,77,9.135
2,0,16,12,50,78,9.166
2,0,16,12,50,79,8.526
2,0,16,12,50,80,9.072
2,0,16,12,50,81,8.269
2,0,16,12,50,82,9.689
2,0,16,12,50,83,9.091
2,0,16,12,50,84,9.284
3,0,16,12,100,0,9.598
3,0,16,12,100,1,8.825
3,0,16,12,100,2,8.395
3,0,16,12,100,3,8.004
3,0,16,12,100,4,5.832
3,0,16,12,100,5,5.431
3,0,16,12,100,6,6.252
3,0,16,12,100,7,5.096
3,0,16,12,100,8,3.77
3,0,16,12,100,9,2.432
3,0,16,12,100,10,1.96
3,0,16,12,100,11,3.06
3,0,16,12,100,12,1.936
3,0,16,12,100,13,0.745
3,0,16,12,100,14,0.573
3,0,16,12,100,15,0.209
3,0,16,12,100,16,0.213
3,0,16,12,100,17,1.842
3,0,16,12,100,18,1.134
3,0,16,12,100,19,2.691
3,0,16,12,100,20,2.675
3,0,16,12,100,21,4.1
3,0,16,12,100,22,4.159
3,0,16,12,100,23,4.458
3,0,16,12,100,24,4.965
3,0,16,12,100,25,4.957
3,0,16,12,100,26,5.492
3,0,16,12,100,27,6.378
3,0,16,12,100,28,6.196
3,0,16,12,100,29,6.553
3,0,16,12,100,30,8.895
3,0,16,12,100,31,8.988
3,0,16,12,100,32,9.093
3,0,16,12,100,33,9.588
3,0,16,12,100,34,10.043
3,0,16,12,100,35,11.266
3,0,16,12,100,36,10.315
3,0,16,12,100,37,11.155
3,0,16,12,100,38,11.282
3,0,16,12,100,39,11.184
3,0,16,12,100,40,10.083
3,0,16,12,100,41,10.368
3,0,16,12,100,42,10.652
3,0,16,12,100,43,11.018
3,0,16,12,100,44,12.127
3,0,16,12,100,45,12.625
3,0,16,12,100,46,12.307
3,0,16,12,100,47,12.945
3,0,16,12,100,48,13.372
3,0,16,12,100,49,14.024
4,0,24,8,50,0,9.408
4,0,24,8,50,1,9.442
4,0,24,8,50,2,8.529
4,0,24,8,50,3,8.092
4,0,24,8,50,4,8.665
4,0,24,8,50,5,7.219
4,0,24,8,50,6,7.328
4,0,24,8,50,7,7.864
4,0,24,8,50,8,7.67
4,0,24,8,50,9,6.141
4,0,24,8,50,10,8.097
4,0,24,8,50,11,6.176
4,0,24,8,50,12,6.275
4,0,24,8,50,13,5.832
4,0,24,8,50,14,6.673
4,0,24,8,50,15,5.221
4,0,24,8,50,16,5.262
4,0,24,8,50,17,4.657
4,0,24,8,50,18,5.571
4,0,24,8,50,19,4.526
4,0,24,8,50,20,4.575
4,0,24,8,50,21,3.512
4,0,24,8,50,22,2.951
4,0,24,8,50,23,3.8
4,0,24,8,50,24,2.944
4,0,24,8,50,25,2.832
4,0,24,8,50,26,2.926
4,0,24,8,50,27,1.727
4,0,24,8,50,28,1.677
4,0,24,8,50,29,1.127
4,0,24,8,50,30,1.136
4,0,24,8,50,31,0.678
4,0,24,8,50,32,0.021
4,0,24,8,50,33,0.956
4,0,24,8,50,34,0.872
4,0,24,8,50,35,1.305
4,0,24,8,50,36,1.685
4,0,24,8,50,37,1.711
4,0,24,8,50,38,2.77
4,0,24,8,50,39,1.662
5,0,24,8,100,0,9.69
5,0,24,8,100,1,9.064
5,0,24,8,100,2,7.905
5,0,24,8,100,3,7.729
5,0,24,8,100,4,6.066
5,0,24,8,100,5,5.316
5,0,24,8,100,6,6.078
5,0,24,8,100,7,5.072
5,0,24,8,100,8,3.98
5,0,24,8,100,9,2.657
5,0,24,8,100,10,2.303
5,0,24,8,100,11,2.98
5,0,24,8,100,12,1.401
5,0,24,8,100,13,0.584
5,0,24,8,100,14,0.556
5,0,24,8,100,15,0.154
5,0,24,8,100,16,0.233
5,0,24,8,100,17,1.985
5,0,24,8,100,18,0.722
5,0,24,8,100,19,2.666
5,0,24,8,100,20,2.392
5,0,24,8,100,21,4.371
5,0,24,8,100,22,3.98
5,0,24,8,100,23,4.367
5,0,24,8,100,24,4.96
5,0,24,8,100,25,4.511
5,0,24,8,100,26,6.152
5,0,24,8,100,27,6.238
5,0,24,8,100,28,6.131
5,0,24,8,100,29,7.136
5,0,24,8,100,30,8.326
5,0,24,8,100,31,9.596
5,0,24,8,100,32,8.498
5,0,24,8,100,33,9.032
5,0,24,8,100,34,10.272
5,0,24,8,100,35,11.237
5,0,24,8,100,36,10.287
5,0,24,8,100,37,10.891
5,0,24,8,100,38,11.419
5,0,24,8,100,39,11.216
6,0,24,12,50,0,9.278
6,0,24,12,50,1,8.991
6,0,24,12,50,2,9.177
6,0,24,12,50,3,8.089
6,0,24,12,50,4,7.689
6,0,24,12,50,5,8.18
6,0,24,12,50,6,7.008
6,0,24,12,50,7,7.124
6,0,24,12,50,8,6.618
6,0,24,12,50,9,5.954
6,0,24,12,50,10,5.29
6,0,24,12,50,11,4.909
6,0,24,12,50,12,5.424
6,0,24,12,50,13,4.644
6,0,24,12,50,14,5.528
6,0,24,12,50,15,4.954
6,0,24,12,50,16,3.387
6,0,24,12,50,17,3.379
6,0,24,12,50,18,3.497
6,0,24,12,50,19,2.923
6,0,24,12,50,20,2.067
6,0,24,12,50,21,1.767
6,0,24,12,50,22,1.273
6,0,24,12,50,23,1.038
6,0,24,12,50,24,0.453
6,0,24,12,50,25,0.198
6,0,24,12,50,26,0.632
6,0,24,12,50,27,2.193
6,0,24,12,50,28,1.564
6,0,24,12,50,29,1.511
6,0,24,12,50,30,2.562
6,0,24,12,50,31,3.241
6,0,24,12,50,32,2.942
6,0,24,12,50,33,3.964
6,0,24,12,50,34,3.335
6,0,24,12,50,35,4.298
6,0,24,12,50,36,4.405
6,0,24,12,50,37,4.446
6,0,24,12,50,38,5.142
6,0,24,12,50,39,4.743
6,0,24,12,50,40,6.192
6,0,24,12,50,41,6.173
6,0,24,12,50,42,6.544
6,0,24,12,50,43,7.09
6,0,24,12,50,44,7.91
6,0,24,12,50,45,7.594
6,0,24,12,50,46,7.988
6,0,24,12,50,47,8.376
6,0,24,12,50,48,9.066
6,0,24,12,50,49,8.922
6,0,24,12,50,50,9.174
6,0,24,12,50,51,9.048
6,0,24,12,50,52,10.09
6,0,24,12,50,53,9.949
6,0,24,12,50,54,10.601
6,0,24,12,50,55,9.388
6,0,24,12,50,56,9.942
6,0,24,12,50,57,9.568
6,0,24,12,50,58,10.47
6,0,24,12,50,59,10.241
6,0,24,12,50,60,8.434
6,0,24,12,50,61,10.454
6,0,24,12,50,62,10.152
6,0,24,12,50,63,10.046
6,0,24,12,50,64,10.828
6,0,24,12,50,65,9.86
6,0,24,12,50,66,10.898
6,0,24,12,50,67,10.165
6,0,24,12,50,68,10.272
6,0,24,12,50,69,10.48
6,0,24,12,50,70,11.168
6,0,24,12,50,71,11.728
6,0,24,12,50,72,11.131
6,0,24,12,50,73,11.748
6,0,24,12,50,74,11.587
6,0,24,12,50,75,12.37
6,0,24,12,50,76,12.64
6,0,24,12,50,77,12.91
6,0,24,12,50,78,11.551
6,0,24,12,50,79,11.388
6,0,24,12,50,80,11.867
6,0,24,12,50,81,11.664
6,0,24,12,50,82,12.58
6,0,24,12,50,83,12.857
6,0,24,12,50,84,12.621
7,0,24,12,100,0,9.579
7,0,24,12,100,1,8.75
7,0,24,12,100,2,8.158
7,0,24,12,100,3,7.585
7,0,24,12,100,4,5.901
7,0,24,12,100,5,5.516
7,0,24,12,100,6,5.734
7,0,24,12,100,7,5.239
7,0,24,12,100,8,3.841
7,0,24,12,100,9,2.658
7,0,24,12,100,10,2.295
7,0,24,12,100,11,2.645
7,0,24,12,100,12,1.279
7,0,24,12,100,13,1.133
7,0,24,12,100,14,0.544
7,0,24,12,100,15,0.333
7,0,24,12,100,16,0.179
7,0,24,12,100,17,1.587
7,0,24,12,100,18,0.801
7,0,24,12,100,19,2.487
7,0,24,12,100,20,2.027
7,0,24,12,100,21,4.253
7,0,24,12,100,22,3.808
7,0,24,12,100,23,4.526
7,0,24,12,100,24,4.873
7,0,24,12,100,25,4.837
7,0,24,12,100,26,6.064
7,0,24,12,100,27,6.767
7,0,24,12,100,28,6.116
7,0,24,12,100,29,6.845
7,0,24,12,100,30,8.884
7,0,24,12,100,31,9.151
7,0,24,12,100,32,8.932
7,0,24,12,100,33,9.653
7,0,24,12,100,34,10.178
7,0,24,12,100,35,10.797
7,0,24,12,100,36,10.249
7,0,24,12,100,37,10.797
7,0,24,12,100,38,11.998
7,0,24,12,100,39,10.953
7,0,24,12,100,40,12.062
7,0,24,12,100,41,12.146
7,0,24,12,100,42,12.321
7,0,24,12,100,43,11.022
7,0,24,12,100,44,12.453
7,0,24,12,100,45,12.212
7,0,24,12,100,46,12.522
7,0,24,12,100,47,13.618
7,0,24,12,100,48,13.332
7,0,24,12,100,49,13.889
7,0,24,12,100,50,14.595
7,0,24,12,100,51,15.165
7,0,24,12,100,52,14.975
7,0,24,12,100,53,16.545
7,0,24,12,100,54,16.683
7,0,24,12,100,55,16.574
7,0,24,12,100,56,17.071
7,0,24,12,100,57,16.837
7,0,24,12,100,58,17.474
7,0,24,12,100,59,17.613
7,0,24,12,100,60,18.369
7,0,24,12,100,61,18.645
7,0,24,12,100,62,18.68
7,0,24,12,100,63,19.447
7,0,24,12,100,64,19.789
7,0,24,12,100,65,20.853
7,0,24,12,100,66,20.714
7,0,24,12,100,67,20.667
7,0,24,12,100,68,21.227
7,0,24,12,100,69,21.386
7,0,24,12,100,70,22.448
7,0,24,12,100,71,22.157
7,0,24,12,100,72,22.188
7,0,24,12,100,73,23.112
7,0,24,12,100,74,24.259
7,0,24,12,100,75,24.528
7,0,24,12,100,76,25.044
7,0,24,12,100,77,25.547
7,0,24,12,100,78,25.644
7,0,24,12,100,79,25.827
7,0,24,12,100,80,25.9
7,0,24,12,100,81,26.583
7,0,24,12,100,82,26.233
7,0,24,12,100,83,27.0
7,0,24,12,100,84,26.685
9,0,32,8,100,0,9.741
9,0,32,8,100,1,8.9
9,0,32,8,100,2,8.064
9,0,32,8,100,3,7.873
9,0,32,8,100,4,5.998
9,0,32,8,100,5,5.161
9,0,32,8,100,6,6.386
9,0,32,8,100,7,5.415
9,0,32,8,100,8,3.515
9,0,32,8,100,9,2.574
9,0,32,8,100,10,2.046
9,0,32,8,100,11,2.822
9,0,32,8,100,12,1.223
9,0,32,8,100,13,1.126
9,0,32,8,100,14,0.352
9,0,32,8,100,15,0.258
9,0,32,8,100,16,0.463
9,0,32,8,100,17,1.233
9,0,32,8,100,18,1.121
9,0,32,8,100,19,2.116
9,0,32,8,100,20,2.254
9,0,32,8,100,21,3.737
9,0,32,8,100,22,3.706
9,0,32,8,100,23,4.73
9,0,32,8,100,24,4.696
9,0,32,8,100,25,4.528
9,0,32,8,100,26,5.663
9,0,32,8,100,27,6.542
9,0,32,8,100,28,6.071
9,0,32,8,100,29,6.953
9,0,32,8,100,30,8.455
9,0,32,8,100,31,8.998
9,0,32,8,100,32,9.164
9,0,32,8,100,33,9.266
9,0,32,8,100,34,10.137
9,0,32,8,100,35,10.754
9,0,32,8,100,36,9.767
9,0,32,8,100,37,11.105
9,0,32,8,100,38,11.693
9,0,32,8,100,39,11.163
11,0,32,12,100,0,9.673
11,0,32,12,100,1,8.86
11,0,32,12,100,2,7.866
11,0,32,12,100,3,7.782
11,0,32,12,100,4,6.108
11,0,32,12,100,5,5.45
11,0,32,12,100,6,5.834
11,0,32,12,100,7,5.075
11,0,32,12,100,8,3.277
11,0,32,12,100,9,2.672
11,0,32,12,100,10,1.847
11,0,32,12,100,11,2.878
11,0,32,12,100,12,1.757
11,0,32,12,100,13,1.033
11,0,32,12,100,14,0.406
11,0,32,12,100,15,0.422
11,0,32,12,100,16,0.12
11,0,32,12,100,17,1.798
11,0,32,12,100,18,1.136
11,0,32,12,100,19,2.719
11,0,32,12,100,20,2.05
11,0,32,12,100,21,3.732
11,0,32,12,100,22,4.078
11,0,32,12,100,23,4.128
11,0,32,12,100,24,4.946
11,0,32,12,100,25,4.978
11,0,32,12,100,26,5.702
11,0,32,12,100,27,6.367
11,0,32,12,100,28,5.795
11,0,32,12,100,29,6.843
11,0,32,12,100,30,8.879
11,0,32,12,100,31,9.391
11,0,32,12,100,32,9.284
11,0,32,12,100,33,9.99
11,0,32,12,100,34,10.336
11,0,32,12,100,35,10.852
11,0,32,12,100,36,10.278
11,0,32,12,100,37,10.69
11,0,32,12,100,38,11.422
11,0,32,12,100,39,11.291
12,1,16,8,50,0,8.577
12,1,16,8,50,1,8.197
12,1,16,8,50,2,7.583
12,1,16,8,50,3,6.589
12,1,16,8,50,4,6.33
12,1,16,8,50,5,5.501
12,1,16,8,50,6,4.569
12,1,16,8,50,7,4.497
12,1,16,8,50,8,4.434
12,1,16,8,50,9,2.528
12,1,16,8,50,10,2.911
12,1,16,8,50,11,0.811
12,1,16,8,50,12,1.049
12,1,16,8,50,13,0.423
12,1,16,8,50,14,0.511
12,1,16,8,50,15,0.483
12,1,16,8,50,16,1.695
12,1,16,8,50,17,2.274
12,1,16,8,50,18,2.319
12,1,16,8,50,19,3.006
12,1,16,8,50,20,4.094
12,1,16,8,50,21,4.62
12,1,16,8,50,22,5.273
12,1,16,8,50,23,5.01
12,1,16,8,50,24,6.699
12,1,16,8,50,25,6.576
12,1,16,8,50,26,6.855
12,1,16,8,50,27,8.566
12,1,16,8,50,28,8.385
12,1,16,8,50,29,8.866
12,1,16,8,50,30,9.184
12,1,16,8,50,31,9.8
12,1,16,8,50,32,10.449
12,1,16,8,50,33,11.613
12,1,16,8,50,34,11.484
12,1,16,8,50,35,12.186
12,1,16,8,50,36,12.745
12,1,16,8,50,37,13.726
12,1,16,8,50,38,14.848
12,1,16,8,50,39,14.998
12,1,16,8,50,40,15.369
12,1,16,8,50,41,16.372
12,1,16,8,50,42,16.32
12,1,16,8,50,43,17.191
12,1,16,8,50,44,17.967
12,1,16,8,50,45,17.955
12,1,16,8,50,46,18.098
12,1,16,8,50,47,19.084
12,1,16,8,50,48,19.294
12,1,16,8,50,49,19.576
12,1,16,8,50,50,19.974
12,1,16,8,50,51,20.286
12,1,16,8,50,52,21.847
12,1,16,8,50,53,21.993
12,1,16,8,50,54,23.025
12,1,16,8,50,55,22.269
12,1,16,8,50,56,23.677
12,1,16,8,50,57,24.664
12,1,16,8,50,58,25.452
12,1,16,8,50,59,24.871
12,1,16,8,50,60,25.129
12,1,16,8,50,61,25.746
12,1,16,8,50,62,26.318
12,1,16,8,50,63,27.731
12,1,16,8,50,64,28.459
12,1,16,8,50,65,27.609
12,1,16,8,50,66,28.739
12,1,16,8,50,67,28.799
12,1,16,8,50,68,29.374
12,1,16,8,50,69,30.68
12,1,16,8,50,70,31.587
12,1,16,8,50,71,32.031
12,1,16,8,50,72,32.632
12,1,16,8,50,73,33.294
12,1,16,8,50,74,34.58
12,1,16,8,50,75,35.602
12,1,16,8,50,76,35.617
12,1,16,8,50,77,35.78
12,1,16,8,50,78,36.149
12,1,16,8,50,79,36.297
12,1,16,8,50,80,35.885
12,1,16,8,50,81,37.17
12,1,16,8,50,82,37.911
12,1,16,8,50,83,38.084
12,1,16,8,50,84,38.851
13,1,16,8,100,0,8.894
13,1,16,8,100,1,9.125
13,1,16,8,100,2,9.009
13,1,16,8,100,3,8.033
13,1,16,8,100,4,6.891
13,1,16,8,100,5,6.08
13,1,16,8,100,6,6.098
13,1,16,8,100,7,6.447
13,1,16,8,100,8,5.092
13,1,16,8,100,9,4.287
13,1,16,8,100,10,3.471
13,1,16,8,100,11,3.83
13,1,16,8,100,12,3.674
13,1,16,8,100,13,3.782
13,1,16,8,100,14,3.091
13,1,16,8,100,15,1.59
13,1,16,8,100,16,2.372
13,1,16,8,100,17,0.74
13,1,16,8,100,18,1.903
13,1,16,8,100,19,0.935
13,1,16,8,100,20,0.56
13,1,16,8,100,21,0.149
13,1,16,8,100,22,0.519
13,1,16,8,100,23,0.791
13,1,16,8,100,24,1.183
13,1,16,8,100,25,0.836
13,1,16,8,100,26,1.591
13,1,16,8,100,27,2.092
13,1,16,8,100,28,2.583
13,1,16,8,100,29,3.828
13,1,16,8,100,30,2.74
13,1,16,8,100,31,3.869
13,1,16,8,100,32,3.453
13,1,16,8,100,33,3.85
13,1,16,8,100,34,3.521
13,1,16,8,100,35,4.267
13,1,16,8,100,36,3.999
13,1,16,8,100,37,4.513
13,1,16,8,100,38,5.445
13,1,16,8,100,39,5.18
13,1,16,8,100,40,6.815
13,1,16,8,100,41,6.288
13,1,16,8,100,42,5.669
13,1,16,8,100,43,5.896
13,1,16,8,100,44,6.121
13,1,16,8,100,45,6.299
13,1,16,8,100,46,6.11
13,1,16,8,100,47,6.336
13,1,16,8,100,48,6.933
13,1,16,8,100,49,6.709
13,1,16,8,100,50,6.692
13,1,16,8,100,51,6.897
13,1,16,8,100,52,8.039
13,1,16,8,100,53,7.349
13,1,16,8,100,54,8.415
13,1,16,8,100,55,7.492
13,1,16,8,100,56,7.59
13,1,16,8,100,57,8.238
13,1,16,8,100,58,8.236
13,1,16,8,100,59,8.483
13,1,16,8,100,60,8.217
13,1,16,8,100,61,8.48
13,1,16,8,100,62,8.176
13,1,16,8,100,63,7.845
13,1,16,8,100,64,8.904
13,1,16,8,100,65,7.381
13,1,16,8,100,66,8.758
13,1,16,8,100,67,7.605
13,1,16,8,100,68,7.26
13,1,16,8,100,69,7.057
13,1,16,8,100,70,6.72
13,1,16,8,100,71,8.005
13,1,16,8,100,72,8.203
13,1,16,8,100,73,8.27
13,1,16,8,100,74,9.149
13,1,16,8,100,75,9.642
13,1,16,8,100,76,10.4
13,1,16,8,100,77,10.975
13,1,16,8,100,78,10.979
13,1,16,8,100,79,9.904
13,1,16,8,100,80,10.173
13,1,16,8,100,81,10.913
13,1,16,8,100,82,11.25
13,1,16,8,100,83,10.274
13,1,16,8,100,84,10.654
14,1,16,12,50,0,8.457
14,1,16,12,50,1,8.266
14,1,16,12,50,2,7.518
14,1,16,12,50,3,6.499
14,1,16,12,50,4,6.837
14,1,16,12,50,5,5.382
14,1,16,12,50,6,4.383
14,1,16,12,50,7,4.6
14,1,16,12,50,8,4.024
14,1,16,12,50,9,2.761
14,1,16,12,50,10,2.832
14,1,16,12,50,11,0.894
14,1,16,12,50,12,1.093
14,1,16,12,50,13,0.17
14,1,16,12,50,14,0.616
14,1,16,12,50,15,0.323
14,1,16,12,50,16,1.629
14,1,16,12,50,17,1.912
14,1,16,12,50,18,2.51
14,1,16,12,50,19,3.224
14,1,16,12,50,20,3.903
14,1,16,12,50,21,4.069
14,1,16,12,50,22,5.427
14,1,16,12,50,23,5.08
14,1,16,12,50,24,6.386
14,1,16,12,50,25,6.325
14,1,16,12,50,26,6.71
14,1,16,12,50,27,8.689
14,1,16,12,50,28,8.236
14,1,16,12,50,29,8.656
14,1,16,12,50,30,9.121
14,1,16,12,50,31,9.935
14,1,16,12,50,32,9.869
14,1,16,12,50,33,11.675
14,1,16,12,50,34,12.101
14,1,16,12,50,35,12.051
14,1,16,12,50,36,13.184
14,1,16,12,50,37,14.042
14,1,16,12,50,38,14.856
14,1,16,12,50,39,15.347
14,1,16,12,50,40,15.827
14,1,16,12,50,41,16.176
14,1,16,12,50,42,16.248
14,1,16,12,50,43,16.92
14,1,16,12,50,44,18.083
14,1,16,12,50,45,17.67
14,1,16,12,50,46,18.358
14,1,16,12,50,47,19.084
14,1,16,12,50,48,19.344
14,1,16,12,50,49,19.71
14,1,16,12,50,50,20.126
14,1,16,12,50,51,21.459
14,1,16,12,50,52,21.816
14,1,16,12,50,53,22.268
14,1,16,12,50,54,22.72
14,1,16,12,50,55,23.143
14,1,16,12,50,56,23.676
14,1,16,12,50,57,25.417
14,1,16,12,50,58,26.064
14,1,16,12,50,59,24.677
14,1,16,12,50,60,24.934
14,1,16,12,50,61,25.677
14,1,16,12,50,62,25.886
14,1,16,12,50,63,27.515
14,1,16,12,50,64,27.056
