Model-count,Data-Split,H1Units,H2units,Batch,Removal-point,Discm-percent
49,4,16,8,100,46,11.558
49,4,16,8,100,47,12.492
49,4,16,8,100,48,12.759
49,4,16,8,100,49,13.701
49,4,16,8,100,50,13.62
49,4,16,8,100,51,15.608
49,4,16,8,100,52,14.29
49,4,16,8,100,53,15.748
49,4,16,8,100,54,16.301
49,4,16,8,100,55,15.476
49,4,16,8,100,56,15.334
49,4,16,8,100,57,15.557
49,4,16,8,100,58,15.368
49,4,16,8,100,59,15.538
49,4,16,8,100,60,15.345
49,4,16,8,100,61,16.785
49,4,16,8,100,62,15.914
49,4,16,8,100,63,16.595
49,4,16,8,100,64,17.342
49,4,16,8,100,65,17.859
49,4,16,8,100,66,17.933
49,4,16,8,100,67,17.101
49,4,16,8,100,68,17.219
49,4,16,8,100,69,17.992
49,4,16,8,100,70,19.186
49,4,16,8,100,71,19.281
49,4,16,8,100,72,19.702
49,4,16,8,100,73,20.379
49,4,16,8,100,74,20.918
49,4,16,8,100,75,21.95
49,4,16,8,100,76,22.056
49,4,16,8,100,77,22.726
49,4,16,8,100,78,23.375
49,4,16,8,100,79,24.687
49,4,16,8,100,80,24.607
49,4,16,8,100,81,24.761
49,4,16,8,100,82,25.441
49,4,16,8,100,83,25.316
49,4,16,8,100,84,25.575
50,4,16,12,50,0,10.207
50,4,16,12,50,1,9.472
50,4,16,12,50,2,8.958
50,4,16,12,50,3,8.069
50,4,16,12,50,4,7.661
50,4,16,12,50,5,6.915
50,4,16,12,50,6,5.735
50,4,16,12,50,7,5.974
50,4,16,12,50,8,5.357
50,4,16,12,50,9,4.419
50,4,16,12,50,10,4.363
50,4,16,12,50,11,3.142
50,4,16,12,50,12,3.395
50,4,16,12,50,13,2.179
50,4,16,12,50,14,2.881
50,4,16,12,50,15,2.248
50,4,16,12,50,16,1.19
50,4,16,12,50,17,0.937
50,4,16,12,50,18,0.484
50,4,16,12,50,19,0.213
50,4,16,12,50,20,1.135
50,4,16,12,50,21,1.665
50,4,16,12,50,22,2.16
50,4,16,12,50,23,1.963
50,4,16,12,50,24,3.339
50,4,16,12,50,25,3.552
50,4,16,12,50,26,3.974
50,4,16,12,50,27,5.17
50,4,16,12,50,28,5.217
50,4,16,12,50,29,5.676
50,4,16,12,50,30,6.12
50,4,16,12,50,31,6.659
50,4,16,12,50,32,7.26
50,4,16,12,50,33,8.054
50,4,16,12,50,34,7.162
50,4,16,12,50,35,7.763
50,4,16,12,50,36,8.413
50,4,16,12,50,37,9.261
50,4,16,12,50,38,9.885
50,4,16,12,50,39,10.322
50,4,16,12,50,40,10.804
50,4,16,12,50,41,11.317
50,4,16,12,50,42,11.29
50,4,16,12,50,43,11.139
50,4,16,12,50,44,11.864
50,4,16,12,50,45,12.47
50,4,16,12,50,46,12.964
50,4,16,12,50,47,13.661
50,4,16,12,50,48,14.159
50,4,16,12,50,49,14.532
50,4,16,12,50,50,14.139
50,4,16,12,50,51,14.669
50,4,16,12,50,52,14.964
50,4,16,12,50,53,15.307
50,4,16,12,50,54,16.64
50,4,16,12,50,55,15.993
50,4,16,12,50,56,16.564
50,4,16,12,50,57,17.727
50,4,16,12,50,58,18.08
50,4,16,12,50,59,17.579
50,4,16,12,50,60,18.06
50,4,16,12,50,61,17.973
50,4,16,12,50,62,18.07
50,4,16,12,50,63,18.531
50,4,16,12,50,64,19.383
50,4,16,12,50,65,19.776
50,4,16,12,50,66,20.776
50,4,16,12,50,67,21.475
50,4,16,12,50,68,19.797
50,4,16,12,50,69,21.288
50,4,16,12,50,70,22.596
50,4,16,12,50,71,22.832
50,4,16,12,50,72,21.889
50,4,16,12,50,73,23.34
50,4,16,12,50,74,23.126
50,4,16,12,50,75,23.583
50,4,16,12,50,76,23.485
50,4,16,12,50,77,24.12
50,4,16,12,50,78,23.854
50,4,16,12,50,79,24.212
50,4,16,12,50,80,24.752
50,4,16,12,50,81,25.523
50,4,16,12,50,82,25.889
50,4,16,12,50,83,26.092
50,4,16,12,50,84,25.939
51,4,16,12,100,0,10.975
51,4,16,12,100,1,9.512
51,4,16,12,100,2,8.549
51,4,16,12,100,3,8.49
51,4,16,12,100,4,6.751
51,4,16,12,100,5,6.469
51,4,16,12,100,6,6.663
51,4,16,12,100,7,5.978
51,4,16,12,100,8,4.856
51,4,16,12,100,9,3.683
51,4,16,12,100,10,3.4
51,4,16,12,100,11,4.018
51,4,16,12,100,12,2.729
51,4,16,12,100,13,2.685
51,4,16,12,100,14,2.049
51,4,16,12,100,15,2.031
51,4,16,12,100,16,1.685
51,4,16,12,100,17,0.282
51,4,16,12,100,18,0.645
51,4,16,12,100,19,0.504
51,4,16,12,100,20,0.948
51,4,16,12,100,21,2.103
51,4,16,12,100,22,2.032
51,4,16,12,100,23,2.317
51,4,16,12,100,24,2.912
51,4,16,12,100,25,2.863
51,4,16,12,100,26,3.611
51,4,16,12,100,27,4.257
51,4,16,12,100,28,4.028
51,4,16,12,100,29,4.586
51,4,16,12,100,30,6.763
51,4,16,12,100,31,7.498
51,4,16,12,100,32,7.117
51,4,16,12,100,33,7.561
51,4,16,12,100,34,8.388
51,4,16,12,100,35,8.993
51,4,16,12,100,36,8.645
51,4,16,12,100,37,9.322
51,4,16,12,100,38,9.676
51,4,16,12,100,39,9.58
51,4,16,12,100,40,9.678
51,4,16,12,100,41,10.294
51,4,16,12,100,42,10.598
51,4,16,12,100,43,11.064
51,4,16,12,100,44,11.377
51,4,16,12,100,45,11.382
51,4,16,12,100,46,11.663
51,4,16,12,100,47,12.792
51,4,16,12,100,48,12.401
52,4,24,8,50,0,10.379
52,4,24,8,50,1,9.346
52,4,24,8,50,2,8.762
52,4,24,8,50,3,7.938
52,4,24,8,50,4,7.522
52,4,24,8,50,5,6.721
52,4,24,8,50,6,5.897
52,4,24,8,50,7,5.671
52,4,24,8,50,8,4.902
52,4,24,8,50,9,4.375
52,4,24,8,50,10,4.565
52,4,24,8,50,11,2.65
52,4,24,8,50,12,3.56
52,4,24,8,50,13,2.501
52,4,24,8,50,14,2.886
52,4,24,8,50,15,2.234
52,4,24,8,50,16,1.127
52,4,24,8,50,17,0.541
52,4,24,8,50,18,0.246
52,4,24,8,50,19,0.114
52,4,24,8,50,20,1.06
52,4,24,8,50,21,1.31
52,4,24,8,50,22,2.482
52,4,24,8,50,23,2.299
52,4,24,8,50,24,3.429
52,4,24,8,50,25,3.434
52,4,24,8,50,26,3.661
52,4,24,8,50,27,4.987
52,4,24,8,50,28,4.722
52,4,24,8,50,29,5.203
52,4,24,8,50,30,5.817
52,4,24,8,50,31,7.307
52,4,24,8,50,32,7.506
52,4,24,8,50,33,8.608
52,4,24,8,50,34,7.827
52,4,24,8,50,35,7.766
52,4,24,8,50,36,8.473
52,4,24,8,50,37,8.999
52,4,24,8,50,38,9.758
52,4,24,8,50,39,10.058
53,4,24,8,100,0,11.103
53,4,24,8,100,1,9.944
53,4,24,8,100,2,8.962
53,4,24,8,100,3,8.61
53,4,24,8,100,4,6.955
53,4,24,8,100,5,6.37
53,4,24,8,100,6,6.507
53,4,24,8,100,7,6.015
53,4,24,8,100,8,4.817
53,4,24,8,100,9,3.96
53,4,24,8,100,10,3.523
53,4,24,8,100,11,3.857
53,4,24,8,100,12,2.948
53,4,24,8,100,13,2.799
53,4,24,8,100,14,1.641
53,4,24,8,100,15,1.605
53,4,24,8,100,16,1.295
53,4,24,8,100,17,0.039
53,4,24,8,100,18,1.478
53,4,24,8,100,19,0.745
53,4,24,8,100,20,0.479
53,4,24,8,100,21,1.415
53,4,24,8,100,22,1.812
53,4,24,8,100,23,2.055
53,4,24,8,100,24,3.024
53,4,24,8,100,25,2.687
53,4,24,8,100,26,3.505
53,4,24,8,100,27,4.242
53,4,24,8,100,28,3.876
53,4,24,8,100,29,4.94
53,4,24,8,100,30,6.915
53,4,24,8,100,31,7.391
53,4,24,8,100,32,6.792
53,4,24,8,100,33,7.354
53,4,24,8,100,34,8.05
53,4,24,8,100,35,8.774
53,4,24,8,100,36,8.025
53,4,24,8,100,37,8.564
53,4,24,8,100,38,9.485
53,4,24,8,100,39,9.203
54,4,24,12,50,0,9.96
54,4,24,12,50,1,9.367
54,4,24,12,50,2,8.655
54,4,24,12,50,3,7.926
54,4,24,12,50,4,7.801
54,4,24,12,50,5,6.855
54,4,24,12,50,6,5.86
54,4,24,12,50,7,5.703
54,4,24,12,50,8,5.44
54,4,24,12,50,9,4.168
54,4,24,12,50,10,4.721
54,4,24,12,50,11,2.992
54,4,24,12,50,12,3.387
54,4,24,12,50,13,2.631
54,4,24,12,50,14,2.824
54,4,24,12,50,15,2.139
54,4,24,12,50,16,1.53
54,4,24,12,50,17,1.118
54,4,24,12,50,18,0.37
54,4,24,12,50,19,0.278
54,4,24,12,50,20,1.274
54,4,24,12,50,21,1.397
54,4,24,12,50,22,2.382
54,4,24,12,50,23,2.19
54,4,24,12,50,24,3.399
54,4,24,12,50,25,3.374
54,4,24,12,50,26,4.612
54,4,24,12,50,27,5.808
54,4,24,12,50,28,5.15
54,4,24,12,50,29,5.546
54,4,24,12,50,30,5.847
54,4,24,12,50,31,6.515
54,4,24,12,50,32,7.451
54,4,24,12,50,33,8.225
54,4,24,12,50,34,7.117
54,4,24,12,50,35,7.908
54,4,24,12,50,36,8.504
54,4,24,12,50,37,8.973
54,4,24,12,50,38,9.569
54,4,24,12,50,39,9.91
54,4,24,12,50,40,10.783
54,4,24,12,50,41,11.189
54,4,24,12,50,42,11.138
54,4,24,12,50,43,11.659
54,4,24,12,50,44,11.67
54,4,24,12,50,45,12.351
54,4,24,12,50,46,12.407
54,4,24,12,50,47,14.115
54,4,24,12,50,48,14.139
54,4,24,12,50,49,14.558
54,4,24,12,50,50,15.155
54,4,24,12,50,51,15.68
54,4,24,12,50,52,14.983
54,4,24,12,50,53,15.515
54,4,24,12,50,54,15.908
54,4,24,12,50,55,16.198
54,4,24,12,50,56,16.268
54,4,24,12,50,57,17.592
54,4,24,12,50,58,18.544
54,4,24,12,50,59,18.186
54,4,24,12,50,60,17.678
54,4,24,12,50,61,17.894
54,4,24,12,50,62,18.099
54,4,24,12,50,63,18.425
54,4,24,12,50,64,19.274
54,4,24,12,50,65,19.25
54,4,24,12,50,66,20.74
54,4,24,12,50,67,20.981
54,4,24,12,50,68,21.708
54,4,24,12,50,69,23.064
54,4,24,12,50,70,23.624
54,4,24,12,50,71,23.274
54,4,24,12,50,72,23.599
54,4,24,12,50,73,23.018
54,4,24,12,50,74,23.593
54,4,24,12,50,75,23.917
54,4,24,12,50,76,23.211
54,4,24,12,50,77,23.927
54,4,24,12,50,78,24.01
54,4,24,12,50,79,24.1
54,4,24,12,50,80,24.79
54,4,24,12,50,81,25.636
54,4,24,12,50,82,25.898
54,4,24,12,50,83,26.244
54,4,24,12,50,84,26.796
55,4,24,12,100,0,10.927
55,4,24,12,100,1,9.653
55,4,24,12,100,2,8.762
55,4,24,12,100,3,8.547
55,4,24,12,100,4,6.696
55,4,24,12,100,5,6.288
55,4,24,12,100,6,6.752
55,4,24,12,100,7,6.013
55,4,24,12,100,8,4.619
55,4,24,12,100,9,3.668
55,4,24,12,100,10,3.414
55,4,24,12,100,11,4.043
55,4,24,12,100,12,2.561
55,4,24,12,100,13,2.781
55,4,24,12,100,14,1.626
55,4,24,12,100,15,1.918
55,4,24,12,100,16,1.697
55,4,24,12,100,17,0.158
55,4,24,12,100,18,0.936
55,4,24,12,100,19,0.727
55,4,24,12,100,20,0.913
55,4,24,12,100,21,1.464
55,4,24,12,100,22,1.76
55,4,24,12,100,23,2.21
55,4,24,12,100,24,3.32
55,4,24,12,100,25,2.664
55,4,24,12,100,26,3.539
55,4,24,12,100,27,4.328
55,4,24,12,100,28,3.942
55,4,24,12,100,29,4.938
55,4,24,12,100,30,6.612
55,4,24,12,100,31,7.689
55,4,24,12,100,32,6.79
55,4,24,12,100,33,7.394
55,4,24,12,100,34,8.153
55,4,24,12,100,35,8.942
55,4,24,12,100,36,8.022
55,4,24,12,100,37,9.093
55,4,24,12,100,38,9.085
55,4,24,12,100,39,8.879
55,4,24,12,100,40,9.489
55,4,24,12,100,41,10.607
55,4,24,12,100,42,10.411
55,4,24,12,100,43,11.157
55,4,24,12,100,44,11.577
55,4,24,12,100,45,11.582
55,4,24,12,100,46,11.337
55,4,24,12,100,47,12.272
55,4,24,12,100,48,12.477
55,4,24,12,100,49,13.327
55,4,24,12,100,50,13.954
55,4,24,12,100,51,14.914
55,4,24,12,100,52,13.335
55,4,24,12,100,53,14.201
55,4,24,12,100,54,14.408
55,4,24,12,100,55,13.759
55,4,24,12,100,56,14.437
55,4,24,12,100,57,15.013
55,4,24,12,100,58,15.438
55,4,24,12,100,59,15.17
55,4,24,12,100,60,15.062
55,4,24,12,100,61,15.929
55,4,24,12,100,62,16.11
55,4,24,12,100,63,16.577
55,4,24,12,100,64,16.97
55,4,24,12,100,65,17.566
55,4,24,12,100,66,18.027
55,4,24,12,100,67,17.723
55,4,24,12,100,68,18.235
55,4,24,12,100,69,18.792
55,4,24,12,100,70,18.685
55,4,24,12,100,71,19.204
55,4,24,12,100,72,19.926
55,4,24,12,100,73,20.8
55,4,24,12,100,74,21.373
55,4,24,12,100,75,21.868
55,4,24,12,100,76,22.316
55,4,24,12,100,77,22.477
55,4,24,12,100,78,23.508
55,4,24,12,100,79,24.323
55,4,24,12,100,80,25.366
55,4,24,12,100,81,24.93
55,4,24,12,100,82,25.704
55,4,24,12,100,83,25.705
55,4,24,12,100,84,26.127
56,4,32,8,50,0,9.959
56,4,32,8,50,1,9.492
56,4,32,8,50,2,8.787
56,4,32,8,50,3,8.074
56,4,32,8,50,4,7.93
56,4,32,8,50,5,6.798
56,4,32,8,50,6,5.819
56,4,32,8,50,7,5.763
56,4,32,8,50,8,5.185
56,4,32,8,50,9,4.173
56,4,32,8,50,10,4.49
56,4,32,8,50,11,3.334
56,4,32,8,50,12,3.527
56,4,32,8,50,13,2.079
56,4,32,8,50,14,2.919
56,4,32,8,50,15,1.863
56,4,32,8,50,16,0.972
56,4,32,8,50,17,0.85
56,4,32,8,50,18,0.523
56,4,32,8,50,19,0.143
56,4,32,8,50,20,0.84
56,4,32,8,50,21,1.582
56,4,32,8,50,22,2.465
56,4,32,8,50,23,2.453
56,4,32,8,50,24,3.573
56,4,32,8,50,25,3.305
56,4,32,8,50,26,4.11
56,4,32,8,50,27,5.372
56,4,32,8,50,28,5.113
56,4,32,8,50,29,5.619
56,4,32,8,50,30,5.582
56,4,32,8,50,31,6.851
56,4,32,8,50,32,7.403
56,4,32,8,50,33,8.313
56,4,32,8,50,34,7.211
56,4,32,8,50,35,7.812
56,4,32,8,50,36,8.519
56,4,32,8,50,37,9.005
56,4,32,8,50,38,10.722
56,4,32,8,50,39,10.311
56,4,32,8,50,40,10.912
56,4,32,8,50,41,11.315
56,4,32,8,50,42,11.133
56,4,32,8,50,43,11.517
56,4,32,8,50,44,11.349
56,4,32,8,50,45,12.489
56,4,32,8,50,46,12.982
56,4,32,8,50,47,13.636
56,4,32,8,50,48,13.715
56,4,32,8,50,49,14.435
56,4,32,8,50,50,14.774
56,4,32,8,50,51,15.157
56,4,32,8,50,52,15.486
56,4,32,8,50,53,15.155
56,4,32,8,50,54,15.981
56,4,32,8,50,55,16.503
56,4,32,8,50,56,16.474
56,4,32,8,50,57,17.961
56,4,32,8,50,58,18.474
56,4,32,8,50,59,18.075
56,4,32,8,50,60,18.313
56,4,32,8,50,61,18.073
56,4,32,8,50,62,18.115
56,4,32,8,50,63,18.778
56,4,32,8,50,64,19.933
56,4,32,8,50,65,19.464
56,4,32,8,50,66,20.607
56,4,32,8,50,67,20.663
56,4,32,8,50,68,21.401
56,4,32,8,50,69,21.154
56,4,32,8,50,70,23.018
56,4,32,8,50,71,21.871
56,4,32,8,50,72,22.091
56,4,32,8,50,73,22.265
56,4,32,8,50,74,23.756
56,4,32,8,50,75,23.484
56,4,32,8,50,76,23.313
56,4,32,8,50,77,23.909
56,4,32,8,50,78,23.951
56,4,32,8,50,79,24.335
56,4,32,8,50,80,25.357
56,4,32,8,50,81,25.745
56,4,32,8,50,82,25.897
56,4,32,8,50,83,26.069
56,4,32,8,50,84,26.354
57,4,32,8,100,0,10.697
57,4,32,8,100,1,9.911
57,4,32,8,100,2,8.414
57,4,32,8,100,3,8.674
57,4,32,8,100,4,6.83
57,4,32,8,100,5,6.554
57,4,32,8,100,6,6.61
57,4,32,8,100,7,5.899
57,4,32,8,100,8,4.984
57,4,32,8,100,9,3.602
57,4,32,8,100,10,3.487
57,4,32,8,100,11,4.03
57,4,32,8,100,12,2.702
57,4,32,8,100,13,2.706
57,4,32,8,100,14,1.952
57,4,32,8,100,15,1.887
57,4,32,8,100,16,1.712
57,4,32,8,100,17,0.078
57,4,32,8,100,18,1.189
57,4,32,8,100,19,0.752
57,4,32,8,100,20,0.852
57,4,32,8,100,21,2.288
57,4,32,8,100,22,2.019
57,4,32,8,100,23,2.284
57,4,32,8,100,24,2.851
57,4,32,8,100,25,2.329
57,4,32,8,100,26,4.104
57,4,32,8,100,27,4.61
57,4,32,8,100,28,4.104
57,4,32,8,100,29,5.709
57,4,32,8,100,30,6.865
57,4,32,8,100,31,7.641
57,4,32,8,100,32,7.088
57,4,32,8,100,33,7.489
57,4,32,8,100,34,8.008
57,4,32,8,100,35,8.845
57,4,32,8,100,36,8.85
57,4,32,8,100,37,8.777
57,4,32,8,100,38,9.886
57,4,32,8,100,39,9.605
58,4,32,12,50,0,9.91
58,4,32,12,50,1,9.752
58,4,32,12,50,2,8.662
58,4,32,12,50,3,8.186
58,4,32,12,50,4,7.713
58,4,32,12,50,5,6.876
58,4,32,12,50,6,5.838
58,4,32,12,50,7,5.561
58,4,32,12,50,8,5.33
58,4,32,12,50,9,4.212
58,4,32,12,50,10,4.921
58,4,32,12,50,11,3.129
58,4,32,12,50,12,3.397
58,4,32,12,50,13,2.041
58,4,32,12,50,14,2.643
58,4,32,12,50,15,2.327
58,4,32,12,50,16,1.293
58,4,32,12,50,17,0.777
58,4,32,12,50,18,0.479
58,4,32,12,50,19,0.33
58,4,32,12,50,20,1.027
58,4,32,12,50,21,1.5
58,4,32,12,50,22,2.699
58,4,32,12,50,23,2.256
58,4,32,12,50,24,3.392
58,4,32,12,50,25,3.429
58,4,32,12,50,26,4.188
58,4,32,12,50,27,5.698
58,4,32,12,50,28,4.953
58,4,32,12,50,29,5.687
58,4,32,12,50,30,5.53
58,4,32,12,50,31,6.754
58,4,32,12,50,32,7.776
58,4,32,12,50,33,8.165
58,4,32,12,50,34,7.161
58,4,32,12,50,35,7.857
58,4,32,12,50,36,8.503
58,4,32,12,50,37,9.263
58,4,32,12,50,38,10.58
58,4,32,12,50,39,9.964
59,4,32,12,100,0,10.726
59,4,32,12,100,1,9.704
59,4,32,12,100,2,8.862
59,4,32,12,100,3,8.451
59,4,32,12,100,4,7.124
59,4,32,12,100,5,6.217
59,4,32,12,100,6,6.673
59,4,32,12,100,7,6.054
59,4,32,12,100,8,4.145
59,4,32,12,100,9,3.756
59,4,32,12,100,10,3.49
59,4,32,12,100,11,3.653
59,4,32,12,100,12,2.807
59,4,32,12,100,13,2.82
59,4,32,12,100,14,1.71
59,4,32,12,100,15,1.836
59,4,32,12,100,16,1.857
59,4,32,12,100,17,0.174
59,4,32,12,100,18,0.804
59,4,32,12,100,19,0.671
59,4,32,12,100,20,0.331
59,4,32,12,100,21,1.777
59,4,32,12,100,22,1.974
59,4,32,12,100,23,2.607
59,4,32,12,100,24,2.879
59,4,32,12,100,25,2.758
59,4,32,12,100,26,3.718
59,4,32,12,100,27,4.365
59,4,32,12,100,28,4.122
59,4,32,12,100,29,5.064
59,4,32,12,100,30,6.511
59,4,32,12,100,31,7.659
59,4,32,12,100,32,6.962
59,4,32,12,100,33,7.237
59,4,32,12,100,34,8.269
59,4,32,12,100,35,9.022
59,4,32,12,100,36,8.343
59,4,32,12,100,37,8.558
59,4,32,12,100,38,9.8
59,4,32,12,100,39,9.459
60,5,16,8,50,0,9.37
60,5,16,8,50,1,8.647
60,5,16,8,50,2,8.043
60,5,16,8,50,3,7.446
60,5,16,8,50,4,6.875
60,5,16,8,50,5,5.464
60,5,16,8,50,6,4.927
60,5,16,8,50,7,4.055
60,5,16,8,50,8,3.917
60,5,16,8,50,9,2.446
60,5,16,8,50,10,2.605
60,5,16,8,50,11,1.103
60,5,16,8,50,12,1.02
60,5,16,8,50,13,0.124
60,5,16,8,50,14,0.7
60,5,16,8,50,15,0.174
60,5,16,8,50,16,1.791
60,5,16,8,50,17,1.969
60,5,16,8,50,18,2.251
60,5,16,8,50,19,3.188
60,5,16,8,50,20,4.048
60,5,16,8,50,21,4.444
60,5,16,8,50,22,5.023
60,5,16,8,50,23,5.054
60,5,16,8,50,24,6.157
60,5,16,8,50,25,6.345
60,5,16,8,50,26,6.852
60,5,16,8,50,27,7.795
60,5,16,8,50,28,7.637
60,5,16,8,50,29,8.018
60,5,16,8,50,30,8.607
60,5,16,8,50,31,9.541
60,5,16,8,50,32,9.812
60,5,16,8,50,33,10.864
60,5,16,8,50,34,11.042
60,5,16,8,50,35,11.323
60,5,16,8,50,36,12.028
60,5,16,8,50,37,12.89
60,5,16,8,50,38,13.839
60,5,16,8,50,39,13.915
60,5,16,8,50,40,14.815
60,5,16,8,50,41,14.988
60,5,16,8,50,42,14.922
60,5,16,8,50,43,15.447
60,5,16,8,50,44,16.454
60,5,16,8,50,45,16.856
60,5,16,8,50,46,17.216
60,5,16,8,50,47,18.688
60,5,16,8,50,48,18.274
60,5,16,8,50,49,18.97
60,5,16,8,50,50,19.26
60,5,16,8,50,51,19.495
60,5,16,8,50,52,20.574
60,5,16,8,50,53,20.353
60,5,16,8,50,54,20.966
60,5,16,8,50,55,20.988
60,5,16,8,50,56,21.846
60,5,16,8,50,57,22.288
60,5,16,8,50,58,22.839
60,5,16,8,50,59,23.069
60,5,16,8,50,60,22.47
60,5,16,8,50,61,23.146
60,5,16,8,50,62,22.778
60,5,16,8,50,63,23.955
60,5,16,8,50,64,24.541
60,5,16,8,50,65,23.983
60,5,16,8,50,66,24.655
60,5,16,8,50,67,25.406
60,5,16,8,50,68,26.06
60,5,16,8,50,69,26.674
60,5,16,8,50,70,27.222
60,5,16,8,50,71,27.346
60,5,16,8,50,72,27.364
60,5,16,8,50,73,27.617
60,5,16,8,50,74,28.65
60,5,16,8,50,75,29.58
60,5,16,8,50,76,29.663
60,5,16,8,50,77,29.179
60,5,16,8,50,78,30.834
60,5,16,8,50,79,30.898
60,5,16,8,50,80,31.469
60,5,16,8,50,81,32.722
60,5,16,8,50,82,33.188
60,5,16,8,50,83,33.923
60,5,16,8,50,84,33.064
61,5,16,8,100,0,10.025
61,5,16,8,100,1,8.794
61,5,16,8,100,2,9.83
61,5,16,8,100,3,9.021
61,5,16,8,100,4,7.785
61,5,16,8,100,5,8.214
61,5,16,8,100,6,8.636
61,5,16,8,100,7,8.707
61,5,16,8,100,8,6.471
61,5,16,8,100,9,6.212
61,5,16,8,100,10,6.595
61,5,16,8,100,11,7.292
61,5,16,8,100,12,4.664
61,5,16,8,100,13,4.816
61,5,16,8,100,14,3.779
61,5,16,8,100,15,5.055
61,5,16,8,100,16,4.803
61,5,16,8,100,17,3.632
61,5,16,8,100,18,4.013
61,5,16,8,100,19,2.121
61,5,16,8,100,20,2.909
61,5,16,8,100,21,1.397
61,5,16,8,100,22,1.093
61,5,16,8,100,23,2.022
61,5,16,8,100,24,1.144
61,5,16,8,100,25,1.925
61,5,16,8,100,26,0.822
61,5,16,8,100,27,0.765
61,5,16,8,100,28,1.494
61,5,16,8,100,29,1.248
61,5,16,8,100,30,0.177
61,5,16,8,100,31,0.152
61,5,16,8,100,32,0.423
61,5,16,8,100,33,0.541
61,5,16,8,100,34,0.35
61,5,16,8,100,35,1.244
61,5,16,8,100,36,0.584
61,5,16,8,100,37,0.422
61,5,16,8,100,38,1.599
61,5,16,8,100,39,1.675
61,5,16,8,100,40,0.939
61,5,16,8,100,41,2.08
61,5,16,8,100,42,2.644
61,5,16,8,100,43,3.448
61,5,16,8,100,44,3.67
61,5,16,8,100,45,4.266
61,5,16,8,100,46,4.088
61,5,16,8,100,47,4.424
61,5,16,8,100,48,5.232
61,5,16,8,100,49,5.396
61,5,16,8,100,50,5.448
61,5,16,8,100,51,5.639
61,5,16,8,100,52,5.678
61,5,16,8,100,53,6.802
61,5,16,8,100,54,6.306
61,5,16,8,100,55,7.819
61,5,16,8,100,56,7.139
61,5,16,8,100,57,7.209
61,5,16,8,100,58,8.259
61,5,16,8,100,59,8.551
61,5,16,8,100,60,9.143
61,5,16,8,100,61,9.582
61,5,16,8,100,62,8.838
61,5,16,8,100,63,8.925
61,5,16,8,100,64,8.979
61,5,16,8,100,65,9.193
61,5,16,8,100,66,8.791
61,5,16,8,100,67,8.91
61,5,16,8,100,68,9.432
61,5,16,8,100,69,9.89
61,5,16,8,100,70,9.899
61,5,16,8,100,71,9.844
61,5,16,8,100,72,10.567
61,5,16,8,100,73,10.074
61,5,16,8,100,74,10.28
61,5,16,8,100,75,10.322
61,5,16,8,100,76,10.478
61,5,16,8,100,77,11.09
61,5,16,8,100,78,10.839
61,5,16,8,100,79,10.567
61,5,16,8,100,80,11.182
61,5,16,8,100,81,11.466
61,5,16,8,100,82,12.517
61,5,16,8,100,83,11.732
61,5,16,8,100,84,11.784
62,5,16,12,50,0,9.224
62,5,16,12,50,1,8.679
62,5,16,12,50,2,7.964
62,5,16,12,50,3,7.364
62,5,16,12,50,4,6.946
62,5,16,12,50,5,5.912
62,5,16,12,50,6,4.293
62,5,16,12,50,7,4.371
62,5,16,12,50,8,3.83
62,5,16,12,50,9,2.632
62,5,16,12,50,10,2.776
62,5,16,12,50,11,1.314
62,5,16,12,50,12,1.13
62,5,16,12,50,13,0.059
62,5,16,12,50,14,0.839
62,5,16,12,50,15,0.043
62,5,16,12,50,16,2.122
62,5,16,12,50,17,1.973
62,5,16,12,50,18,2.481
62,5,16,12,50,19,3.319
62,5,16,12,50,20,3.807
62,5,16,12,50,21,4.531
62,5,16,12,50,22,5.178
62,5,16,12,50,23,5.286
62,5,16,12,50,24,6.124
62,5,16,12,50,25,6.448
62,5,16,12,50,26,6.807
62,5,16,12,50,27,8.063
62,5,16,12,50,28,7.613
62,5,16,12,50,29,8.008
62,5,16,12,50,30,8.305
62,5,16,12,50,31,9.891
62,5,16,12,50,32,10.191
62,5,16,12,50,33,10.803
62,5,16,12,50,34,11.044
62,5,16,12,50,35,11.469
62,5,16,12,50,36,12.209
62,5,16,12,50,37,12.745
62,5,16,12,50,38,13.797
62,5,16,12,50,39,13.557
62,5,16,12,50,40,14.688
62,5,16,12,50,41,15.06
62,5,16,12,50,42,14.89
62,5,16,12,50,43,15.739
62,5,16,12,50,44,16.449
62,5,16,12,50,45,16.978
62,5,16,12,50,46,17.115
62,5,16,12,50,47,18.515
62,5,16,12,50,48,18.236
62,5,16,12,50,49,19.057
62,5,16,12,50,50,19.662
62,5,16,12,50,51,19.724
62,5,16,12,50,52,20.539
62,5,16,12,50,53,19.994
62,5,16,12,50,54,20.136
62,5,16,12,50,55,20.463
62,5,16,12,50,56,20.888
62,5,16,12,50,57,22.505
62,5,16,12,50,58,23.352
62,5,16,12,50,59,23.422
62,5,16,12,50,60,22.509
62,5,16,12,50,61,22.819
62,5,16,12,50,62,23.632
62,5,16,12,50,63,24.097
62,5,16,12,50,64,24.216
62,5,16,12,50,65,23.804
62,5,16,12,50,66,24.811
62,5,16,12,50,67,25.29
62,5,16,12,50,68,26.835
62,5,16,12,50,69,26.402
62,5,16,12,50,70,27.188
62,5,16,12,50,71,27.23
62,5,16,12,50,72,27.29
62,5,16,12,50,73,27.85
